name,age,position,Country,MarketValue,PreviousTeam,LeagueOfPreviousTeam,CountryOfPreviousTeam,Fee,YearOfTranfert,NewTeam,LeagueOfNewTeam,CountryOfNewTeam,Height,Agent,JoinedCurrentTeam,ContratExpires,Squad,Appearances,PPG,Goals,Assists,OwnGoals,SubsON,SubsOFF,YellowCards,SecondYellowCards,RedCards,PenaltyGoals,MinutesPerGoal,MinutesPlayed,PlaceOfBirth,DateOfBirth
Marius Niculae ,26,Centre-Forward,Romania,€1.20m,1.FSV Mainz 05,2. Bundesliga,Germany,free transfer,2007,Inverness Caledonian Thistle FC,Premiership,Scotland,N/A,NONE,FC Dinamo,"                                    May 16, 2016                                ",35,35,1.14,8,7,0,2,16,2,0,0,0,350',2.799',                                    Bukarest                                ,"                                May 16, 1981                                                                    (41)                                                            "
Christos Maladenis ,33,Central Midfield,Greece,€1.20m,APO Levadiakos,Super League,Greece,free transfer,2007,Panthrakikos Komotini,B' Ethniki,Greece,"1,85 m",NONE,AEK Athens,"                                    Jul 1, 2010                                ",8,8,1.50,0,0,0,1,1,1,0,0,0,0,622',                                    Xanthi                                ,"                                May 23, 1974                                                                    (48)                                                            "
Sabri Lamouchi ,35,Central Midfield,France,€1.20m,Al-Rayyan SC,Umm Salal SC,Qatar,free transfer,2007,Umm Salal SC,Umm Salal SC,Qatar,"1,75 m",NONE,AJ Auxerre,"                                    Jul 1, 2009                                ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                    Lyon                                ,"                                Nov 9, 1971                                                                    (51)                                                            "
Marco Storari ,30,Goalkeeper,Italy,€1.20m,AC Milan,Serie A,Italy,loan transfer,2007,Levante UD,LaLiga,Spain,"1,87 m",NONE,Messina Peloro,"                                    Jul 1, 2018                                ",39,37,1.05,0,0,0,0,3,0,0,54,7,3.330',1.800',                                    Pisa                                ,"                                Jan 7, 1977                                                                    (46)                                                            "
Emanuel Rivas ,24,Left Winger,Argentina,€1.20m,Iraklis Thessaloniki,Super League,Greece,free transfer,2007,Club Atlético Talleres,Prim. B Nacional,Argentina,"1,77 m",NONE,Bari,"                                    Jul 1, 2015                                ",12,12,2.00,2,0,0,2,6,0,0,0,0,402',803',                                    Quilmes                                ,"                                Mar 17, 1983                                                                    (40)                                                            "
Serkan Özdemir ,31,Right Winger,Turkey,€1.20m,Diyarbakirspor,1.Lig,Turkey,free transfer,2007,Eskisehirspor,1.Lig,Turkey,"1,68 m",NONE,C. Rizespor,"                                    Jul 1, 2017                                ",3,3,3.00,0,0,0,0,2,0,0,0,0,0,249',                                    Istanbul                                ,"                                May 14, 1976                                                                    (46)                                                            "
Fahri Tatan ,24,Defensive Midfield,Turkey,€1.20m,Besiktas JK,Süper Lig,Turkey,loan transfer,2007,Caykur Rizespor,Süper Lig,Turkey,"1,70 m",NONE,C. Rizespor,"                                    Jul 1, 2018                                ",32,31,1.03,6,4,0,2,4,7,1,0,1,422',2.534',                                    Rize                                ,"                                May 30, 1983                                                                    (39)                                                            "
Éric Cubilier ,27,Right-Back,France,€1.20m,FC Nantes,Ligue 2,France,loan transfer,2007,FC Metz,Ligue 1,France,"1,81 m",NONE,Monaco,"                                    Jul 1, 2011                                ",30,26,0.65,0,0,0,0,3,5,1,0,0,0,2.297',                                    Nizza                                ,"                                Aug 9, 1979                                                                    (43)                                                            "
Ibrahima Bakayoko ,30,Centre-Forward,Cote d'Ivoire,€2.25m,FC Messina Peloro,Serie B,Italy,free transfer,2007,AE Larisa,Super League,Greece,"1,80 m",NONE,Marseille,"                                    Jul 1, 2014                                ",32,31,1.29,4,0,0,5,11,8,0,1,0,569',2.274',                                    Séguéla                                ,"                                Dec 31, 1976                                                                    (46)                                                            "
Jonathan Aspas ,25,Central Midfield,Spain,€1.20m,Celta de Vigo,Liga BBVA,Spain,free transfer,2007,Piacenza FC,Serie B,Italy,"1,78 m",NONE,Pro Piacenza,"                                    Jul 1, 2021                                ",27,20,1.15,2,0,0,9,5,1,0,0,0,500',999',                                    Moaña                                ,"                                Feb 28, 1982                                                                    (41)                                                            "
Gonzalo Vargas ,25,Centre-Forward,Uruguay,€1.20m,AS Monaco,Ligue 1,Monaco,loan transfer,2007,FC Sochaux-Montbéliard,Ligue 1,France,"1,74 m",NONE,"                                    Jul 1, 2014                                ","                                Sep 22, 1981                                                                    (41)                                                            ",11,6,1.33,0,1,0,4,2,2,0,0,0,0,198',                                Uruguay                            ,                                    Montevideo                                
Sandro Mendonça ,23,Second Striker,Brazil,€1.20m,Genclerbirligi Ankara,Süper Lig,Turkey,loan transfer,2007,Genclerbirligi Oftasspor,Süper Lig,Turkey,"1,76 m",NONE,"                                    Jan 1, 2022                                ","                                Oct 1, 1983                                                                    (39)                                                            ",38,37,1.05,7,6,0,7,18,3,1,0,0,363',2.539',                                Brazil                            ,                                    Fortaleza                                
Aydin Yilmaz ,19,Right Winger,Turkey,€1.20m,Galatasaray,Süper Lig,Turkey,loan transfer,2007,Manisaspor,Süper Lig,Turkey,"1,79 m",NONE,Galatasaray,"                                    Jul 1, 2022                                ",7,7,0.57,0,0,0,4,0,2,0,0,0,0,373',                                    Istanbul                                ,"                                Jan 29, 1988                                                                    (35)                                                            "
Ferdi Elmas ,22,Left Winger,Turkey,€1.20m,Caykur Rizespor,Süper Lig,Turkey,loan transfer,2007,Ankaraspor,Süper Lig,Turkey,"1,73 m",NONE,C. Rizespor,"                                    Jul 1, 2017                                ",13,13,1.00,1,0,0,11,2,0,0,0,0,327',327',                                    Amsterdam                                ,"                                Feb 13, 1985                                                                    (38)                                                            "
Bernard Samuel Tchoutang ,30,Left Winger,Cameroon,€1.20m,Hapoel Petah Tikva,KF Elbasani (- 2022),Israel,?,2007,KF Elbasani (- 2022),KF Elbasani,Albania,"1,77 m",NONE,"                                    Jul 1, 2010                                ","                                Sep 2, 1976                                                                    (46)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Cameroon                            ,                                    Yaoundé                                
Emanuel Rivas ,24,Left Winger,Argentina,€1.20m,Club Atlético Talleres,Prim. B Nacional,Argentina,?,2007,AC Arezzo,Serie C1 - B,Italy,"1,77 m",NONE,Bari,"                                    Jul 1, 2015                                ",12,12,2.00,2,0,0,2,6,0,0,0,0,402',803',                                    Quilmes                                ,"                                Mar 17, 1983                                                                    (40)                                                            "
Sebastián González ,29,Centre-Forward,Chile,€1.20m,Tigres UANL,Primera Clausura,Mexico,loan transfer,2007,Tecos de la UAG,Primera Clausura,Mexico,"1,73 m",NONE,Atlante,"                                    Jul 1, 2014                                ",31,28,0.93,8,0,0,7,9,2,0,0,0,237',1.892',                                    Viña del Mar                                ,"                                Dec 14, 1978                                                                    (44)                                                            "
Aydin Yilmaz ,19,Right Winger,Turkey,€1.20m,Galatasaray,Süper Lig,Turkey,loan transfer,2007,Büyüksehir Belediyespor,Süper Lig,Turkey,"1,79 m",NONE,Galatasaray,"                                    Jul 1, 2022                                ",7,7,0.57,0,0,0,4,0,2,0,0,0,0,373',                                    Istanbul                                ,"                                Jan 29, 1988                                                                    (35)                                                            "
Patrício ,33,Right-Back,Brazil,€1.20m,Grêmio Foot-Ball Porto Alegrense,Série A,Brazil,?,2007,Associação Portuguesa de Desportos (SP) ,Série A,Brazil,"1,77 m",NONE,"                                    May 1, 2011                                ","                                Oct 8, 1974                                                                    (48)                                                            ",32,32,0.91,2,10,0,0,8,5,0,2,0,1.359',2.718',                                Brazil                            ,                                    Aratiba                                
William ,31,Centre-Back,Brazil,€1.20m,Grêmio Foot-Ball Porto Alegrense,Série A,Brazil,?,2007,Sport Club Corinthians Paulista,Série B,Brazil,"1,89 m",NONE,"                                    Jan 1, 2011                                ","                                Aug 24, 1976                                                                    (46)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Belo Horizonte                                
Paulo Sérgio ,29,Right-Back,Brazil,€1.20m,Sociedade Esportiva Palmeiras,Série A,Brazil,loan transfer,2007,Grêmio Foot-Ball Porto Alegrense,Série A,Brazil,"1,71 m",NONE,"                                    Dec 1, 2018                                ","                                Oct 1, 1978                                                                    (44)                                                            ",27,27,1.74,1,5,0,3,4,12,0,0,0,2.212',2.212',                                Brazil                            ,                                    Andradina                                
Carlos Paredes ,31,Defensive Midfield,Paraguay,€1.20m,Sporting CP,Liga Portugal,Portugal,free transfer,2007,Olimpia Asunción,Olimpia,Paraguay,"1,79 m",NONE,Reggina,"                                    Mar 1, 2015                                ",9,4,1.00,0,0,0,2,1,0,0,0,0,0,167',                                    Asunción                                ,"                                Jul 16, 1976                                                                    (46)                                                            "
Matías Pavoni ,27,Attacking Midfield,Argentina,€1.20m,Cádiz CF,Liga BBVA,Spain,free transfer,2007,Asteras Tripolis,Super League,Greece,"1,76 m",NONE,Cádiz CF,                                    -                                ,21,21,0.90,0,0,0,10,7,3,0,0,0,0,1.111',                                Argentina                            ,"                                Sep 25, 1980                                                                    (42)                                                            "
Giovanni Hernández ,31,Attacking Midfield,Colombia,€1.20m,CSD Colo Colo,Junior FC,Chile,?,2007,Junior FC,Junior FC,Colombia,"1,72 m",NONE,Junior FC,"                                    Jan 1, 2015                                ",6,"Aug 23, 2007",,,0:1 ,Not in squad,12,"Sep 9, 2007",,,2:2 ,AM,71',32',                                    Cali                                ,"                                Jun 16, 1976                                                                    (46)                                                            "
Marcelo Berza ,32,Centre-Back,Argentina,€1.20m,Club Atlético Gimnasia y Esgrima (Jujuy),Clausura,Argentina,?,2007,Club Atlético Belgrano,Prim. B Nacional,Argentina,"1,83 m",NONE,Gimnasia (J),"                                    Jul 1, 2016                                ",16,15,1.07,2,1,0,0,0,5,0,0,0,675',1.350',                                    San Juan                                ,"                                Jul 28, 1975                                                                    (47)                                                            "
Veljko Paunovic ,30,Centre-Forward,Serbia,€1.20m,Rubin Kazan,Premier Liga,Russia,free transfer,2007,UD Almería,LaLiga,Spain,"1,84 m",NONE,Atlético Madrid,"                                    Jan 17, 2012                                ",10,8,0.88,2,1,0,6,1,0,1,0,0,155',310',                                    Strumica                                ,"                                Aug 21, 1977                                                                    (45)                                                            "
Waldo Ponce ,25,Centre-Back,Chile,€1.20m,Club Universidad de Chile,CA Vélez Sarsfield,Chile,free transfer,2007,CA Vélez Sarsfield,Clausura,Argentina,N/A,NONE,"                                    Jul 1, 2017                                ","                                Dec 4, 1982                                                                    (40)                                                            ",9,4,1.25,1,0,0,0,1,0,0,0,0,295',295',                                Chile                            ,                                    Los Andes                                
Sambégou Bangoura ,25,Centre-Forward,Guinea,€1.20m,Boavista FC,Liga Portugal,Portugal,loan transfer,2007,Cádiz CF,Liga BBVA,Spain,"1,82 m",NONE,"                                    Jul 1, 2015                                ","                                Apr 3, 1982                                                                    (40)                                                            ",23,23,1.09,2,0,0,10,5,2,0,0,0,663',1.325',                                Guinea                            ,                                    Conakry                                
Christos Maladenis ,33,Central Midfield,Greece,€1.20m,Panthrakikos Komotini,B' Ethniki,Greece,free transfer,2007,AO Trikala,AO Trikala,Greece,"1,85 m",NONE,AEK Athens,"                                    Jul 1, 2010                                ",8,8,1.50,0,0,0,1,1,1,0,0,0,0,622',                                    Xanthi                                ,"                                May 23, 1974                                                                    (48)                                                            "
Konstantinos Charalampidis ,26,Right Winger,Cyprus,€1.20m,FC Carl Zeiss Jena,2. Bundesliga,Germany,free transfer,2007,APOEL Nicosia,Protathlima ML,Cyprus,"1,75 m",NONE,APOEL Nicosia,"                                    Nov 11, 2017                                ",23,23,1.61,5,2,0,5,8,3,0,0,0,335',1.673',                                    Nikosia                                ,"                                Jul 25, 1981                                                                    (41)                                                            "
João Moreira ,21,Centre-Forward,Portugal,€1.20m,Valencia CF,LaLiga,Spain,loan transfer,2007,Leixões SC,Liga Portugal,Portugal,"1,84 m",NONE,"Jun 3, 2022",-,14,14,1.14,0,1,0,14,1,0,0,0,0,0,287',                                    São Sebastião                                ,"                                Feb 7, 1986                                                                    (37)                                                            "
Esteban Buján ,28,Defensive Midfield,Argentina,€1.20m,CA Banfield,Clausura,Argentina,loan transfer,2007,Albacete Balompié,Liga BBVA,Spain,"1,75 m",NONE,"                                    Jul 1, 2012                                ","                                Jul 13, 1979                                                                    (43)                                                            ",15,14,1.43,0,0,0,7,5,2,0,0,0,0,670',                                Argentina                            ,                                    Buenos Aires                                
Roberto Sousa ,22,Defensive Midfield,Brazil,€1.20m,Celta de Vigo,Liga BBVA,Spain,loan transfer,2007,Racing Ferrol,Liga BBVA,Spain,"1,77 m",NONE,Marítimo,"                                    Dec 1, 2016                                ",18,18,1.28,0,0,0,5,2,9,0,0,0,0,1.280',                                    Goiânia                                ,"                                Jan 18, 1985                                                                    (38)                                                            "
Marcin Zewlakow ,31,Centre-Forward,Poland,€1.20m,KAA Gent,Jupiler Pro League,Belgium,loan transfer,2007,FCV Dender EH,Jupiler Pro League,Belgium,"1,82 m",NONE,Exc. Mouscron,"                                    Feb 26, 2013                                ",36,36,1.25,5,2,0,4,11,5,0,0,0,539',2.693',                                    Warszawa                                ,"                                Apr 22, 1976                                                                    (46)                                                            "
Alex Dias ,35,Centre-Forward,Brazil,€1.20m,Fluminense Football Club,Série A,Brazil,free transfer,2007,Goiás Esporte Clube,Série A,Brazil,"1,75 m",NONE,Saint-Étienne,"                                    Jan 1, 2016                                ",1,1, ,0,0,0,1,0,0,0,0,0,0,17',"Rio Brilhante, Mato ... ","                                May 26, 1972                                                                    (50)                                                            "
Ariel Carreño ,28,Centre-Forward,Argentina,€1.20m,CA San Martín (San Juan),Clausura,Argentina,?,2007,Millonarios FC,Millonarios,Colombia,"1,78 m",NONE,"                                    Jul 1, 2015                                ","                                Mar 4, 1979                                                                    (44)                                                            ",16,15,0.67,0,2,0,2,9,2,0,0,0,0,953',                                Argentina                            ,                                    Córdoba                                
Razak Pimpong ,25,Right Winger,Ghana,€1.20m,Viking FK,Tippeligaen,Norway,loan transfer,2007,Aalesunds FK,Tippeligaen,Norway,"1,73 m",NONE,Viborg FF,"                                    Jan 1, 2014                                ",14,9,1.11,0,1,0,6,1,2,0,0,0,0,399',                                    Accra                                ,"                                Dec 30, 1982                                                                    (40)                                                            "
Kyung-ho Chung ,27,Left Winger,"Korea, South",€1.20m,Ulsan Hyundai,K League Classic,"Korea, South",free transfer,2007,Jeonbuk Hyundai Motors,K League Classic,"Korea, South","1,79 m",NONE,"                                    Feb 14, 2013                                ","                                May 22, 1980                                                                    (42)                                                            ",34,32,1.56,5,2,0,4,16,4,0,0,0,439',2.196',"                                Korea, South                            ","                                    Samcheok, Gangwon                                "
Fabio Macellari ,32,Left-Back,Italy,€1.20m,Sangiovannese 1927,Serie C1 - B,Italy,?,2007,ASD Villasimius,Villasimius,Italy,"1,77 m",NONE,Cagliari Calcio,"                                    Jul 1, 2015                                ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                    Sesto San Giovanni                                ,"                                Aug 23, 1974                                                                    (48)                                                            "
Semavi Uzun ,34,Centre-Back,Turkey,€1.20m,Cankirispor,Balikesirspor,Turkey,?,2007,Balikesirspor,3.Lig Grup 3,Turkey,"1,75 m",NONE,"                                    Jul 1, 2008                                ","                                May 23, 1973                                                                    (49)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Turkey                            ,                                    Trabzon                                
Milan Pacanda ,29,Attack,Czech Republic,€1.15m,AC Sparta Prague,Gambrinus Liga,Czech Republic,€70k,2007,1. FC Brno,Gambrinus Liga,Czech Republic,"1,72 m",NONE,1. FC Brno,"                                    Jul 1, 2012                                ",26,24,1.46,6,0,0,7,10,2,0,0,0,235',1.409',                                    Brno                                ,"                                Feb 28, 1978                                                                    (45)                                                            "
Timofey Kalachev ,26,Right Midfield,Belarus,€1.15m,FK Rostov,1.Division,Russia,?,2007,Krylya Sovetov Samara,Premier Liga,Russia,"1,72 m",NONE,Rostov,"                                    Jul 1, 2019                                ",12,8,1.50,1,0,0,2,6,1,0,0,0,419',419',                                    Mogilev                                ,"                                May 1, 1981                                                                    (41)                                                            "
Youssef Safri ,30,Defensive Midfield,Morocco,€850k,Norwich City,Championship,England,€1.13m,2007,Southampton FC,Championship,England,"1,88 m",NONE,"                                    Jul 1, 2013                                ","                                Jan 3, 1977                                                                    (46)                                                            ",39,39,1.23,0,5,0,0,2,6,0,2,0,0,3.457',                                Morocco                            ,                                    Casablanca                                
Walter Ribonetto ,33,Centre-Back,Argentina,€1.13m,Club Atlético Lanús,Clausura,Argentina,?,2007,CA Rosario Central,Clausura,Argentina,"1,80 m",NONE,"                                    Jul 1, 2012                                ","                                Jul 6, 1974                                                                    (48)                                                            ",35,35,1.66,2,1,0,1,1,7,0,2,1,1.544',3.087',                                Argentina                            ,                                    Corral de Bustos                                
Tamás Priskin ,21,Centre-Forward,Hungary,€1.13m,Watford FC,Championship,England,loan transfer,2007,Preston North End,Championship,England,"1,89 m",NONE,"Jan 28, 2020","Jun 30, 2023",41,25,1.48,4,0,0,11,11,2,0,0,0,304',1.214',                                    Komárno                                ,"                                Sep 27, 1986                                                                    (36)                                                            "
Dennis Sörensen ,26,Centre-Forward,Denmark,€700k,FC Midtjylland,SAS Ligaen,Denmark,€1.10m,2007,FC Energie Cottbus,Bundesliga,Germany,N/A,NONE,Energie Cottbus,"                                    Jun 30, 2016                                ",34,34,0.97,6,3,0,2,10,5,0,0,1,469',2.812',                                    Herlev                                ,"                                May 24, 1981                                                                    (41)                                                            "
Stefán Gíslason ,27,Defensive Midfield,Iceland,€600k,Lyn 1896 FK,Tippeligaen,Norway,€1.10m,2007,Bröndby IF,SAS Ligaen,Denmark,N/A,NONE,"                                    Jul 3, 2022                                ","                                Mar 15, 1980                                                                    (43)                                                            ",29,29,1.24,5,1,0,3,3,7,0,0,0,459',2.293',                                Iceland                            ,                                    Fjarðabyggð                                
Jérôme Boateng ,18,Centre-Back,Germany,€750k,Hertha BSC,Bundesliga,Germany,€1.10m,2007,Hamburger SV,Bundesliga,Germany,"1,92 m",NONE,"Sep 1, 2021","Jun 30, 2023",43,37,1.65,0,2,0,5,9,6,0,0,0,0,2.811',                                    Berlin                                ,"                                Sep 3, 1988                                                                    (34)                                                            "
Dioh Williams ,23,Centre-Forward,Liberia,€1.00m,BK Häcken,Superettan,Sweden,€1.10m,2007,Aarhus GF,SAS Ligaen,Denmark,"1,84 m",NONE,"May 31, 2021",-,23,23,1.09,5,0,0,1,8,5,1,0,0,372',1.858',                                    Monrovia                                ,"                                Jan 8, 1984                                                                    (39)                                                            "
Antonio Calle ,28,Centre-Forward,Spain,€1.00m,Albacete Balompié,Liga BBVA,Spain,€1.10m,2007,Gimnàstic de Tarragona,Liga BBVA,Spain,"1,85 m",NONE,Albacete,"                                    Jul 1, 2017                                ",28,28,1.07,4,0,0,15,9,2,0,0,0,326',1.304',                                    Madrid                                ,"                                Oct 14, 1978                                                                    (44)                                                            "
Tim Matavz ,18,Centre-Forward,Slovenia,-,ND Gorica,Prva Liga,Slovenia,€1.10m,2007,FC Groningen,Eredivisie,Netherlands,"1,88 m",Libera Sports ,"Jan 19, 2023","Jun 15, 2024",22,22,1.45,5,2,0,17,3,0,0,0,0,154',769',                                    Sempeter pri Gorici                                ,"                                Jan 13, 1989                                                                    (34)                                                            "
Germán Montoya ,24,Goalkeeper,Argentina,-,Club Atlético Belgrano,Prim. B Nacional,Argentina,€1.10m,2007,CA Vélez Sarsfield,Clausura,Argentina,"1,85 m",NONE,"Oct 16, 2022",-,29,28,1.57,0,0,1,0,0,0,0,28,11,2.451',1.710',                                    Córdoba                                ,"                                Jan 23, 1983                                                                    (40)                                                            "
Blas Pérez ,26,Centre-Forward,Panama,-,Cúcuta Deportivo,Hércules CF,Colombia,€1.10m,2007,Hércules CF,Liga BBVA,Spain,"1,87 m",NONE,Dallas,"                                    Jan 1, 2019                                ",34,34,1.12,8,1,0,6,9,12,0,0,1,312',2.493',                                    Panama-City                                ,"                                Mar 13, 1981                                                                    (42)                                                            "
Mat Sadler ,22,Centre-Back,England,€800k,Birmingham City,Premier League,England,€1.10m,2007,Watford FC,Championship,England,"1,80 m",NONE,Shrewsbury,"                                    Jul 1, 2022                                ",29,25,1.08,0,3,0,3,3,2,0,0,0,0,1.915',                                    Birmingham                                ,"                                Feb 26, 1985                                                                    (38)                                                            "
Dario Passoni ,33,Central Midfield,Italy,€1.10m,AS Livorno,Serie A,Italy,€800k,2007,AC Mantova 1911,Serie B,Italy,"1,83 m",NONE,"                                    Jun 1, 2012                                ","                                Feb 9, 1974                                                                    (49)                                                            ",37,30,1.30,0,0,0,8,10,4,0,0,0,0,1.843',                                Italy                            ,                                    Cassano d'Adda                                
Georgios Barkoglou ,29,Attacking Midfield,Greece,€1.10m,Skoda Xanthi,Super League,Greece,€120k,2007,Apollon Kalamarias,Super League,Greece,"1,81 m",NONE,"                                    Jul 1, 2015                                ","                                Jul 8, 1978                                                                    (44)                                                            ",21,21,0.90,9,1,0,5,6,2,0,0,0,147',1.324',                                Greece                            ,                                    Athen                                
Grzegorz Szamotulski ,31,Goalkeeper,Poland,€1.10m,SK Sturm Graz,Bundesliga,Austria,free transfer,2007,Dundee United FC,Premiership,Scotland,"1,88 m",NONE,Legia Warszawa,"                                    Jul 1, 2019                                ",23,18,1.44,0,0,0,0,0,1,0,24,8,1.620',0,                                    Gdańsk                                ,"                                May 13, 1976                                                                    (46)                                                            "
Vangelis Moras ,25,Centre-Back,Greece,€1.10m,AEK Athens,Super League,Greece,free transfer,2007,Bologna FC 1909,Serie B,Italy,"1,93 m",NONE,Hellas Verona,"                                    Jul 7, 2021                                ",40,29,1.93,2,0,0,7,3,6,0,0,0,998',1.995',                                    Larisa                                ,"                                Aug 26, 1981                                                                    (41)                                                            "
Carlos Chaile ,32,Centre-Back,Argentina,€1.10m,FC Pasching,SK Austria Kärnten (-2010),Austria,free transfer,2007,SK Austria Kärnten (-2010),Bundesliga,Austria,"1,82 m",NONE,FC Pasching,"                                    Jul 1, 2012                                ",33,25,1.04,1,0,0,1,2,5,1,0,0,2.098',2.098',San Miguel de ... ,"                                Jan 14, 1975                                                                    (48)                                                            "
Zisis Vryzas ,33,Centre-Forward,Greece,€1.10m,Skoda Xanthi,Super League,Greece,free transfer,2007,PAOK Thessaloniki,Super League,Greece,"1,90 m",NONE,"                                    Jan 1, 2008                                ","                                Nov 9, 1973                                                                    (49)                                                            ",14,13,1.23,0,2,0,10,1,1,0,0,0,0,409',                                Greece                            ,                                    Kavala                                
Anderson Costa ,23,Centre-Forward,Brazil,€1.10m,GNK Dinamo Zagreb,SuperSport HNL,Croatia,loan transfer,2007,Aris Thessaloniki,Super League,Greece,"1,88 m",NONE,"                                    Apr 1, 2008                                ","                                Mar 13, 1984                                                                    (39)                                                            ",3,3,0.67,0,0,0,3,0,0,0,0,0,0,76',                                Brazil                            ,                                    Rio de Janeiro                                
Dragan Bogavac ,27,Second Striker,Montenegro,€1.10m,SV Wacker Burghausen,Regionalliga Süd,Germany,free transfer,2007,TuS Koblenz,2. Bundesliga,Germany,N/A,NONE,W. Burghausen,"                                    Jun 30, 2014                                ",27,24,1.08,5,1,0,7,9,0,0,0,0,288',1.440',                                    Bijelo Polje                                ,"                                Apr 7, 1980                                                                    (42)                                                            "
Avdija Vrsajevic ,21,Right-Back,Bosnia-Herzegovina,€1.10m,NK Celik Zenica,Premijer Liga,Bosnia-Herzegovina,free transfer,2007,AC Sparta Prague,Gambrinus Liga,Czech Republic,"1,82 m",NONE,"Sep 8, 2022","May 31, 2023",21,18,0.56,1,2,0,14,3,2,0,0,0,497',497',                                    Tešanj                                ,"                                Mar 6, 1986                                                                    (37)                                                            "
Richard Kingson ,29,Goalkeeper,Ghana,€1.10m,Ankaraspor,Süper Lig,Turkey,free transfer,2007,Birmingham City,Premier League,England,"1,83 m",NONE,"                                    Jan 1, 2016                                ","                                Jun 13, 1978                                                                    (44)                                                            ",8,3,1.00,0,0,0,1,0,0,0,3,1,225',90',                                Ghana                            ,                                    Accra                                
Juan Mata ,19,Attacking Midfield,Spain,€1.10m,Real Madrid Castilla,2ª B - Grupo I,Spain,free transfer,2007,Valencia CF,LaLiga,Spain,"1,70 m",NONE,"Sep 8, 2022","Jun 30, 2023",39,33,1.48,9,2,0,9,17,2,0,0,0,222',1.998',                                    Burgos                                ,"                                Apr 28, 1988                                                                    (34)                                                            "
Avdija Vrsajevic ,21,Right-Back,Bosnia-Herzegovina,€1.10m,AC Sparta Prague,Gambrinus Liga,Czech Republic,loan transfer,2007,SK Kladno,Gambrinus Liga,Czech Republic,"1,82 m",NONE,"Sep 8, 2022","May 31, 2023",21,18,0.56,1,2,0,14,3,2,0,0,0,497',497',                                    Tešanj                                ,"                                Mar 6, 1986                                                                    (37)                                                            "
Dzhambulad Bazaev ,27,Right Winger,Russia,€1.10m,Rubin Kazan,Premier Liga,Russia,free transfer,2007,Alania Vladikavkaz,1.Division,Russia,"1,79 m",NONE,Alania,"                                    Jul 1, 2012                                ",26,23,1.39,7,3,0,0,9,8,1,1,1,258',1.805',                                    Rustavi                                ,"                                Aug 18, 1979                                                                    (43)                                                            "
Manú ,24,Right Winger,Portugal,€1.10m,SL Benfica,Liga Portugal,Portugal,loan transfer,2007,AEK Athens,Super League,Greece,"1,71 m",NONE,"                                    Jul 1, 2019                                ","                                Aug 28, 1982                                                                    (40)                                                            ",20,20,1.80,0,1,0,12,4,5,0,0,0,0,888',                                Portugal                            ,                                    Setúbal                                
Paul Dickov ,34,Centre-Forward,Scotland,€1.10m,Manchester City,Premier League,England,loan transfer,2007,Crystal Palace,Championship,England,N/A,NONE,Man City,"                                    Jul 1, 2011                                ",22,21,1.24,6,3,0,8,11,4,0,0,0,180',1.082',                                    Livingston                                ,"                                Nov 1, 1972                                                                    (50)                                                            "
Hakim Saci ,30,Centre-Forward,France,€1.10m,AS Cannes,Championnat National,France,free transfer,2007,Umm Salal SC,Umm Salal SC,Qatar,"1,78 m",NONE,Guingamp,"                                    Jul 1, 2012                                ",4,4,2.25,0,0,0,3,1,1,0,0,0,0,114',                                    Saint-Denis                                ,"                                May 3, 1977                                                                    (45)                                                            "
Carlos Chaile ,32,Centre-Back,Argentina,€1.10m,FC Pasching,SK Austria Kärnten (-2010),Austria,free transfer,2007,SK Austria Kärnten (-2010),Bundesliga,Austria,"1,82 m",NONE,FC Pasching,"                                    Jul 1, 2012                                ",33,25,1.04,1,0,0,1,2,5,1,0,0,2.098',2.098',San Miguel de ... ,"                                Jan 14, 1975                                                                    (48)                                                            "
Ignacio Quinteros ,28,Centre-Forward,Chile,€1.10m,CA Colon,Clausura,Argentina,?,2007,Club de Gimnasia y Esgrima La Plata,Clausura,Argentina,"1,71 m",NONE,Puebla FC,"                                    Jan 1, 2014                                ",23,22,1.14,1,1,0,11,9,2,0,0,0,978',978',                                    Santiago de Chile                                ,"                                Apr 23, 1979                                                                    (43)                                                            "
Vangelis Moras ,25,Centre-Back,Greece,€1.10m,AEK Athens,Super League,Greece,free transfer,2007,Bologna FC 1909,Serie B,Italy,"1,93 m",NONE,Hellas Verona,"                                    Jul 7, 2021                                ",40,29,1.93,2,0,0,7,3,6,0,0,0,998',1.995',                                    Larisa                                ,"                                Aug 26, 1981                                                                    (41)                                                            "
